geo,country,year,gdp_pc_eur
LV,Latvia,2003,4380
LV,Latvia,2004,4960
LV,Latvia,2005,5910
LV,Latvia,2006,7410
LV,Latvia,2007,9810
LV,Latvia,2008,10720
LV,Latvia,2009,8590
LV,Latvia,2010,8380
LV,Latvia,2011,9240
LV,Latvia,2012,10460
LV,Latvia,2013,10930
LV,Latvia,2014,11430
LV,Latvia,2015,12010
LV,Latvia,2016,12500
LV,Latvia,2017,13400
LV,Latvia,2018,14620
LV,Latvia,2019,15450
LV,Latvia,2020,15370
LV,Latvia,2021,17130
LV,Latvia,2022,19130
LV,Latvia,2023,21030
LV,Latvia,2024,21800
LV,Latvia,2025,23410
ME,Montenegro,2006,3520
ME,Montenegro,2007,4360
ME,Montenegro,2008,5020
ME,Montenegro,2009,4820
ME,Montenegro,2010,5040
ME,Montenegro,2011,5220
ME,Montenegro,2012,5100
ME,Montenegro,2013,5350
ME,Montenegro,2014,5530
ME,Montenegro,2015,5790
ME,Montenegro,2016,6300
ME,Montenegro,2017,6790
ME,Montenegro,2018,7340
ME,Montenegro,2019,7820
ME,Montenegro,2020,6610
ME,Montenegro,2021,7880
ME,Montenegro,2022,9530
ME,Montenegro,2023,11340
ME,Montenegro,2024,12260
ME,Montenegro,2025,13110
MK,North Macedonia,2000,2020
MK,North Macedonia,2001,2040
MK,North Macedonia,2002,2100
MK,North Macedonia,2003,2170
MK,North Macedonia,2004,2270
MK,North Macedonia,2005,2510
MK,North Macedonia,2006,2740
MK,North Macedonia,2007,3070
MK,North Macedonia,2008,3440
MK,North Macedonia,2009,3450
MK,North Macedonia,2010,3650
MK,North Macedonia,2011,3890
MK,North Macedonia,2012,3930
MK,North Macedonia,2013,4240
MK,North Macedonia,2014,4470
MK,North Macedonia,2015,4740
MK,North Macedonia,2016,5070
MK,North Macedonia,2017,5290
MK,North Macedonia,2018,5690
MK,North Macedonia,2019,6000
MK,North Macedonia,2020,5840
MK,North Macedonia,2021,6440
MK,North Macedonia,2022,7230
MK,North Macedonia,2023,8020
MK,North Macedonia,2024,8590
MT,Malta,1995,7650
MT,Malta,1996,8070
MT,Malta,1997,8900
MT,Malta,1998,9480
MT,Malta,1999,10150
MT,Malta,2000,11330
MT,Malta,2001,11560
MT,Malta,2002,11930
MT,Malta,2003,12030
MT,Malta,2004,12250
MT,Malta,2005,12710
MT,Malta,2006,13270
MT,Malta,2007,14200
MT,Malta,2008,15230
MT,Malta,2009,15240
MT,Malta,2010,16550
MT,Malta,2011,16890
MT,Malta,2012,17820
MT,Malta,2013,19120
MT,Malta,2014,20620
MT,Malta,2015,23000
MT,Malta,2016,23900
MT,Malta,2017,26820
MT,Malta,2018,28240
MT,Malta,2019,28920
MT,Malta,2020,27870
MT,Malta,2021,32190
MT,Malta,2022,33810
MT,Malta,2023,37810
MT,Malta,2024,40650
MT,Malta,2025,42160
NL,Netherlands,1995,22410
NL,Netherlands,1996,22900
NL,Netherlands,1997,23600
NL,Netherlands,1998,24960
NL,Netherlands,1999,26570
NL,Netherlands,2000,28390
NL,Netherlands,2001,30100
NL,Netherlands,2002,31140
NL,Netherlands,2003,31740
NL,Netherlands,2004,32650
NL,Netherlands,2005,33890
NL,Netherlands,2006,35940
NL,Netherlands,2007,38020
NL,Netherlands,2008,39600
NL,Netherlands,2009,38120
NL,Netherlands,2010,38700
NL,Netherlands,2011,39300
NL,Netherlands,2012,39290
NL,Netherlands,2013,39610
NL,Netherlands,2014,40240
NL,Netherlands,2015,41270
NL,Netherlands,2016,42290
NL,Netherlands,2017,43830
NL,Netherlands,2018,45690
NL,Netherlands,2019,47840
NL,Netherlands,2020,46810
NL,Netherlands,2021,50850
NL,Netherlands,2022,56140
NL,Netherlands,2023,58740
NL,Netherlands,2024,62330
NL,Netherlands,2025,65210
NO,Norway,1975,6600
NO,Norway,1976,7960
NO,Norway,1977,8960
NO,Norway,1978,8970
NO,Norway,1979,9490
NO,Norway,1980,11300
NO,Norway,1981,13890
NO,Norway,1982,15520
NO,Norway,1983,16720
NO,Norway,1984,19010
NO,Norway,1985,20730
NO,Norway,1986,19130
NO,Norway,1987,19460
NO,Norway,1988,20410
NO,Norway,1989,21960
NO,Norway,1990,22160
NO,Norway,1991,22990
NO,Norway,1992,23440
NO,Norway,1993,23730
NO,Norway,1994,24550
NO,Norway,1995,26500
NO,Norway,1996,29170
NO,Norway,1997,32040
NO,Norway,1998,30760
NO,Norway,1999,33930
NO,Norway,2000,41220
NO,Norway,2001,42960
NO,Norway,2002,45770
NO,Norway,2003,44420
NO,Norway,2004,46590
NO,Norway,2005,54190
NO,Norway,2006,59810
NO,Norway,2007,63320
NO,Norway,2008,67900
NO,Norway,2009,59030
NO,Norway,2010,67980
NO,Norway,2011,74470
NO,Norway,2012,81420
NO,Norway,2013,80020
NO,Norway,2014,75740
NO,Norway,2015,69560
NO,Norway,2016,66180
NO,Norway,2017,69860
NO,Norway,2018,72510
NO,Norway,2019,70860
NO,Norway,2020,62400
NO,Norway,2021,81520
NO,Norway,2022,107660
NO,Norway,2023,84120
NO,Norway,2024,83070
NO,Norway,2025,83950
PL,Poland,1995,2850
PL,Poland,1996,3310
PL,Poland,1997,3690
PL,Poland,1998,4060
PL,Poland,1999,4190
PL,Poland,2000,4900
PL,Poland,2001,5590
PL,Poland,2002,5520
PL,Poland,2003,5060
PL,Poland,2004,5420
PL,Poland,2005,6470
PL,Poland,2006,7230
PL,Poland,2007,8250
PL,Poland,2008,9640
PL,Poland,2009,8330
PL,Poland,2010,9490
PL,Poland,2011,9970
PL,Poland,2012,10190
PL,Poland,2013,10260
PL,Poland,2014,10750
PL,Poland,2015,11390
PL,Poland,2016,11270
PL,Poland,2017,12360
PL,Poland,2018,13280
PL,Poland,2019,14190
PL,Poland,2020,14310
PL,Poland,2021,15770
PL,Poland,2022,17520
PL,Poland,2023,19980
PL,Poland,2024,22710
PL,Poland,2025,24680
PT,Portugal,1995,9080
PT,Portugal,1996,9600
PT,Portugal,1997,10220
PT,Portugal,1998,10890
PT,Portugal,1999,11710
PT,Portugal,2000,12480
PT,Portugal,2001,13100
PT,Portugal,2002,13680
PT,Portugal,2003,13970
PT,Portugal,2004,14520
PT,Portugal,2005,15100
PT,Portugal,2006,15800
PT,Portugal,2007,16640
PT,Portugal,2008,16960
PT,Portugal,2009,16600
PT,Portugal,2010,17010
PT,Portugal,2011,16670
PT,Portugal,2012,16000
PT,Portugal,2013,16300
PT,Portugal,2014,16620
PT,Portugal,2015,17280
PT,Portugal,2016,18000
PT,Portugal,2017,18910
PT,Portugal,2018,19840
PT,Portugal,2019,20710
PT,Portugal,2020,19360
PT,Portugal,2021,20800
PT,Portugal,2022,23300
PT,Portugal,2023,25560
PT,Portugal,2024,27100
PT,Portugal,2025,28390
RO,Romania,1995,1260
RO,Romania,1996,1280
RO,Romania,1997,1390
RO,Romania,1998,1650
RO,Romania,1999,1500
RO,Romania,2000,1810
RO,Romania,2001,2010
RO,Romania,2002,2250
RO,Romania,2003,2370
RO,Romania,2004,2820
RO,Romania,2005,3720
RO,Romania,2006,4590
RO,Romania,2007,6110
RO,Romania,2008,7140
RO,Romania,2009,6150
RO,Romania,2010,6340
RO,Romania,2011,6880
RO,Romania,2012,6940
RO,Romania,2013,7150
RO,Romania,2014,7560
RO,Romania,2015,8090
RO,Romania,2016,8500
RO,Romania,2017,9510
RO,Romania,2018,10510
RO,Romania,2019,11520
RO,Romania,2020,11390
RO,Romania,2021,12590
RO,Romania,2022,14740
RO,Romania,2023,16870
RO,Romania,2024,18550
RO,Romania,2025,19960
RS,Serbia,1995,2900
RS,Serbia,1996,2030
RS,Serbia,1997,2530
RS,Serbia,1998,2060
RS,Serbia,1999,2750
RS,Serbia,2000,4040
RS,Serbia,2001,2040
RS,Serbia,2002,2540
RS,Serbia,2003,2790
RS,Serbia,2004,2890
RS,Serbia,2005,3060
RS,Serbia,2006,3590
RS,Serbia,2007,4450
RS,Serbia,2008,5050
RS,Serbia,2009,4610
RS,Serbia,2010,4500
RS,Serbia,2011,5090
RS,Serbia,2012,4870
RS,Serbia,2013,5300
RS,Serbia,2014,5190
RS,Serbia,2015,5250
RS,Serbia,2016,5410
RS,Serbia,2017,5820
RS,Serbia,2018,6400
RS,Serbia,2019,6930
RS,Serbia,2020,7110
RS,Serbia,2021,8180
RS,Serbia,2022,9530
RS,Serbia,2023,11350
RS,Serbia,2024,12640
RS,Serbia,2025,13540
SE,Sweden,1993,20820
SE,Sweden,1994,21920
SE,Sweden,1995,23120
SE,Sweden,1996,26000
SE,Sweden,1997,26760
SE,Sweden,1998,27290
SE,Sweden,1999,29050
SE,Sweden,2000,32150
SE,Sweden,2001,30420
SE,Sweden,2002,31830
SE,Sweden,2003,33050
SE,Sweden,2004,34440
SE,Sweden,2005,34930
SE,Sweden,2006,37090
SE,Sweden,2007,39150
SE,Sweden,2008,38270
SE,Sweden,2009,33670
SE,Sweden,2010,39710
SE,Sweden,2011,43420
SE,Sweden,2012,44960
SE,Sweden,2013,45820
SE,Sweden,2014,44930
SE,Sweden,2015,46160
SE,Sweden,2016,46790
SE,Sweden,2017,47210
SE,Sweden,2018,45770
SE,Sweden,2019,46110
SE,Sweden,2020,46180
SE,Sweden,2021,51260
SE,Sweden,2022,51980
SE,Sweden,2023,50490
SE,Sweden,2024,53010
SE,Sweden,2025,56330
SI,Slovenia,1995,8220
SI,Slovenia,1996,8500
SI,Slovenia,1997,9210
SI,Slovenia,1998,9940
SI,Slovenia,1999,10650
SI,Slovenia,2000,10920
SI,Slovenia,2001,11560
SI,Slovenia,2002,12370
SI,Slovenia,2003,13030
SI,Slovenia,2004,13760
SI,Slovenia,2005,14450
SI,Slovenia,2006,15590
SI,Slovenia,2007,17310
SI,Slovenia,2008,18670
SI,Slovenia,2009,17550
SI,Slovenia,2010,17600
SI,Slovenia,2011,17920
SI,Slovenia,2012,17470
SI,Slovenia,2013,17500
SI,Slovenia,2014,18080
SI,Slovenia,2015,18660
SI,Slovenia,2016,19380
SI,Slovenia,2017,20630
SI,Slovenia,2018,21940
SI,Slovenia,2019,23050
SI,Slovenia,2020,22230
SI,Slovenia,2021,24690
SI,Slovenia,2022,26970
SI,Slovenia,2023,30200
SI,Slovenia,2024,31700
SI,Slovenia,2025,33060
SK,Slovakia,1995,2890
SK,Slovakia,1996,3200
SK,Slovakia,1997,3610
SK,Slovakia,1998,3790
SK,Slovakia,1999,3620
SK,Slovakia,2000,4140
SK,Slovakia,2001,4440
SK,Slovakia,2002,4890
SK,Slovakia,2003,5560
SK,Slovakia,2004,6430
SK,Slovakia,2005,7280
SK,Slovakia,2006,8460
SK,Slovakia,2007,10440
SK,Slovakia,2008,12220
SK,Slovakia,2009,11820
SK,Slovakia,2010,12660
SK,Slovakia,2011,13270
SK,Slovakia,2012,13640
SK,Slovakia,2013,13790
SK,Slovakia,2014,14130
SK,Slovakia,2015,14820
SK,Slovakia,2016,15030
SK,Slovakia,2017,15620
SK,Slovakia,2018,16580
SK,Slovakia,2019,17340
SK,Slovakia,2020,17270
SK,Slovakia,2021,18730
SK,Slovakia,2022,20150
SK,Slovakia,2023,22640
SK,Slovakia,2024,23850
SK,Slovakia,2025,25060
TR,Türkiye,1995,3010
TR,Türkiye,1996,3260
TR,Türkiye,1997,3790
TR,Türkiye,1998,3920
TR,Türkiye,1999,3790
TR,Türkiye,2000,4650
TR,Türkiye,2001,3450
TR,Türkiye,2002,3820
TR,Türkiye,2003,4180
TR,Türkiye,2004,4870
TR,Türkiye,2005,5950
TR,Türkiye,2006,6380
TR,Türkiye,2007,7120
TR,Türkiye,2008,7450
TR,Türkiye,2009,6500
TR,Türkiye,2010,8050
TR,Türkiye,2011,8150
TR,Türkiye,2012,9140
TR,Türkiye,2013,9480
TR,Türkiye,2014,9090
TR,Türkiye,2015,9700
TR,Türkiye,2016,9600
TR,Türkiye,2017,9170
TR,Türkiye,2018,7850
TR,Türkiye,2019,8030
TR,Türkiye,2020,7340
TR,Türkiye,2021,8050
TR,Türkiye,2022,9930
TR,Türkiye,2023,11860
TR,Türkiye,2024,14140
UK,United Kingdom,1995,17680
UK,United Kingdom,1996,19170
UK,United Kingdom,1997,23580
UK,United Kingdom,1998,25210
UK,United Kingdom,1999,26900
UK,United Kingdom,2000,30540
UK,United Kingdom,2001,30970
UK,United Kingdom,2002,31810
UK,United Kingdom,2003,30440
UK,United Kingdom,2004,32380
UK,United Kingdom,2005,33720
UK,United Kingdom,2006,35470
UK,United Kingdom,2007,36840
UK,United Kingdom,2008,32280
UK,United Kingdom,2009,27920
UK,United Kingdom,2010,29830
UK,United Kingdom,2011,30230
UK,United Kingdom,2012,33140
UK,United Kingdom,2013,32700
UK,United Kingdom,2014,35780
UK,United Kingdom,2015,40620
UK,United Kingdom,2016,37080
UK,United Kingdom,2017,35730
UK,United Kingdom,2018,36440
UK,United Kingdom,2019,37830
